#Anomalous Nernst coefficient  (A(m-1 K-1))
#column      1            2               3               4               5
#       Mu(eV)         T(K)       \alpha_xy       \alpha_yz       \alpha_zx
      0.302222      254.375    0.466913E+00   -0.214702E-02   -0.463966E+00
      0.302222      263.750    0.481211E+00   -0.242068E-02   -0.477710E+00
      0.302222      273.125    0.495521E+00   -0.271087E-02   -0.491441E+00
      0.302222      282.500    0.509881E+00   -0.301555E-02   -0.505204E+00
      0.302222      291.875    0.524331E+00   -0.333261E-02   -0.519041E+00
      0.302222      301.250    0.538908E+00   -0.366000E-02   -0.532994E+00
      0.302222      310.625    0.553647E+00   -0.399574E-02   -0.547104E+00
      0.302222      320.000    0.568584E+00   -0.433792E-02   -0.561408E+00
      0.304444       20.000    0.419915E-01   -0.115029E-03   -0.418759E-01
      0.304444       29.375    0.616270E-01   -0.148751E-03   -0.615282E-01
      0.304444       38.750    0.812069E-01   -0.173248E-03   -0.811811E-01
      0.304444       48.125    0.100710E+00   -0.193169E-03   -0.100806E+00
      0.304444       57.500    0.120113E+00   -0.211260E-03   -0.120364E+00
      0.304444       66.875    0.139386E+00   -0.228370E-03   -0.139808E+00
      0.304444       76.250    0.158499E+00   -0.244246E-03   -0.159090E+00
      0.304444       85.625    0.177417E+00   -0.258326E-03   -0.178163E+00
      0.304444       95.000    0.196106E+00   -0.270288E-03   -0.196983E+00
      0.304444      104.375    0.214533E+00   -0.280377E-03   -0.215513E+00
      0.304444      113.750    0.232670E+00   -0.289554E-03   -0.233720E+00
      0.304444      123.125    0.250494E+00   -0.299513E-03   -0.251579E+00
      0.304444      132.500    0.267988E+00   -0.312589E-03   -0.269072E+00
      0.304444      141.875    0.285142E+00   -0.331597E-03   -0.286187E+00
      0.304444      151.250    0.301951E+00   -0.359613E-03   -0.302918E+00
      0.304444      160.625    0.318417E+00   -0.399752E-03   -0.319267E+00
      0.304444      170.000    0.334548E+00   -0.454954E-03   -0.335239E+00
      0.304444      179.375    0.350357E+00   -0.527817E-03   -0.350847E+00
      0.304444      188.750    0.365862E+00   -0.620463E-03   -0.366107E+00
      0.304444      198.125    0.381085E+00   -0.734469E-03   -0.381042E+00
      0.304444      207.500    0.396051E+00   -0.870831E-03   -0.395679E+00
      0.304444      216.875    0.410790E+00   -0.102997E-02   -0.410047E+00
      0.304444      226.250    0.425333E+00   -0.121179E-02   -0.424180E+00
      0.304444      235.625    0.439717E+00   -0.141570E-02   -0.438117E+00
      0.304444      245.000    0.453977E+00   -0.164072E-02   -0.451895E+00
      0.304444      254.375    0.468151E+00   -0.188552E-02   -0.465557E+00
      0.304444      263.750    0.482278E+00   -0.214854E-02   -0.479146E+00
      0.304444      273.125    0.496398E+00   -0.242802E-02   -0.492703E+00
      0.304444      282.500    0.510550E+00   -0.272212E-02   -0.506274E+00
      0.304444      291.875    0.524773E+00   -0.302891E-02   -0.519899E+00
      0.304444      301.250    0.539104E+00   -0.334650E-02   -0.533622E+00
      0.304444      310.625    0.553578E+00   -0.367303E-02   -0.547481E+00
      0.304444      320.000    0.568231E+00   -0.400672E-02   -0.561516E+00
      0.306667       20.000    0.422627E-01    0.881393E-04   -0.423213E-01
      0.306667       29.375    0.620342E-01    0.117871E-03   -0.621710E-01
      0.306667       38.750    0.817556E-01    0.134371E-03   -0.820144E-01
      0.306667       48.125    0.101403E+00    0.136601E-03   -0.101822E+00
      0.306667       57.500    0.120951E+00    0.126382E-03   -0.121553E+00
      0.306667       66.875    0.140366E+00    0.107121E-03   -0.141159E+00
      0.306667       76.250    0.159615E+00    0.825233E-04   -0.160587E+00
      0.306667       85.625    0.178660E+00    0.557502E-04   -0.179790E+00
      0.306667       95.000    0.197465E+00    0.290024E-04   -0.198723E+00
      0.306667      104.375    0.215995E+00    0.337738E-05   -0.217346E+00
      0.306667      113.750    0.234220E+00   -0.211210E-04   -0.235629E+00
      0.306667      123.125    0.252117E+00   -0.454819E-04   -0.253546E+00
      0.306667      132.500    0.269668E+00   -0.715228E-04   -0.271080E+00
      0.306667      141.875    0.286862E+00   -0.101679E-03   -0.288220E+00
      0.306667      151.250    0.303695E+00   -0.138766E-03   -0.304961E+00
      0.306667      160.625    0.320169E+00   -0.185740E-03   -0.321306E+00
      0.306667      170.000    0.336293E+00   -0.245477E-03   -0.337262E+00
      0.306667      179.375    0.352079E+00   -0.320591E-03   -0.352840E+00
      0.306667      188.750    0.367545E+00   -0.413295E-03   -0.368059E+00
      0.306667      198.125    0.382714E+00   -0.525312E-03   -0.382941E+00
      0.306667      207.500    0.397611E+00   -0.657832E-03   -0.397511E+00
      0.306667      216.875    0.412266E+00   -0.811507E-03   -0.411801E+00
      0.306667      226.250    0.426709E+00   -0.986475E-03   -0.425843E+00
      0.306667      235.625    0.440977E+00   -0.118241E-02   -0.439675E+00
      0.306667      245.000    0.455105E+00   -0.139857E-02   -0.453334E+00
      0.306667      254.375    0.469130E+00   -0.163389E-02   -0.466861E+00
      0.306667      263.750    0.483092E+00   -0.188704E-02   -0.480299E+00
      0.306667      273.125    0.497030E+00   -0.215649E-02   -0.493690E+00
      0.306667      282.500    0.510982E+00   -0.244057E-02   -0.507076E+00
      0.306667      291.875    0.524986E+00   -0.273756E-02   -0.520499E+00
      0.306667      301.250    0.539081E+00   -0.304571E-02   -0.534002E+00
      0.306667      310.625    0.553302E+00   -0.336329E-02   -0.547622E+00
      0.306667      320.000    0.567683E+00   -0.368866E-02   -0.561399E+00
      0.308889       20.000    0.425180E-01    0.286753E-03   -0.427742E-01
      0.308889       29.375    0.624170E-01    0.377232E-03   -0.628209E-01
      0.308889       38.750    0.822698E-01    0.432406E-03   -0.828494E-01
      0.308889       48.125    0.102051E+00    0.455307E-03   -0.102830E+00
      0.308889       57.500    0.121730E+00    0.452430E-03   -0.122719E+00
      0.308889       66.875    0.141274E+00    0.431299E-03   -0.142466E+00
      0.308889       76.250    0.160643E+00    0.398832E-03   -0.162020E+00
      0.308889       85.625    0.179799E+00    0.360547E-03   -0.181329E+00
      0.308889       95.000    0.198701E+00    0.320319E-03   -0.200349E+00
      0.308889      104.375    0.217316E+00    0.280434E-03   -0.219042E+00
      0.308889      113.750    0.235611E+00    0.241753E-03   -0.237376E+00
      0.308889      123.125    0.253563E+00    0.203922E-03   -0.255328E+00
      0.308889      132.500    0.271154E+00    0.165603E-03   -0.272882E+00
      0.308889      141.875    0.288372E+00    0.124725E-03   -0.290028E+00
      0.308889      151.250    0.305215E+00    0.787371E-04   -0.306763E+00
      0.308889      160.625    0.321685E+00    0.248584E-04   -0.323089E+00
      0.308889      170.000    0.337789E+00   -0.396954E-04   -0.339014E+00
      0.308889      179.375    0.353543E+00   -0.117522E-03   -0.354552E+00
      0.308889      188.750    0.368963E+00   -0.210889E-03   -0.369721E+00
      0.308889      198.125    0.384071E+00   -0.321630E-03   -0.384542E+00
      0.308889      207.500    0.398895E+00   -0.451092E-03   -0.399041E+00
      0.308889      216.875    0.413463E+00   -0.600120E-03   -0.413249E+00
      0.308889      226.250    0.427806E+00   -0.769067E-03   -0.427199E+00
      0.308889      235.625    0.441958E+00   -0.957835E-03   -0.440925E+00
      0.308889      245.000    0.455957E+00   -0.116592E-02   -0.454467E+00
      0.308889      254.375    0.469838E+00   -0.139249E-02   -0.467863E+00
      0.308889      263.750    0.483640E+00   -0.163643E-02   -0.481156E+00
      0.308889      273.125    0.497402E+00   -0.189641E-02   -0.494386E+00
      0.308889      282.500    0.511162E+00   -0.217098E-02   -0.507596E+00
      0.308889      291.875    0.524958E+00   -0.245857E-02   -0.520827E+00
      0.308889      301.250    0.538827E+00   -0.275760E-02   -0.534119E+00
      0.308889      310.625    0.552805E+00   -0.306648E-02   -0.547513E+00
      0.308889      320.000    0.566925E+00   -0.338367E-02   -0.561045E+00
      0.311111       20.000    0.427617E-01    0.463970E-03   -0.432268E-01
      0.311111       29.375    0.627799E-01    0.609466E-03   -0.634682E-01
      0.311111       38.750    0.827540E-01    0.700336E-03   -0.836757E-01
      0.311111       48.125    0.102656E+00    0.743229E-03   -0.103817E+00
      0.311111       57.500    0.122454E+00    0.748735E-03   -0.123849E+00
      0.311111       66.875    0.142110E+00    0.727902E-03   -0.143718E+00
      0.311111       76.250    0.161583E+00    0.690355E-03   -0.163373E+00
      0.311111       85.625    0.180830E+00    0.643576E-03   -0.182765E+00
      0.311111       95.000    0.199813E+00    0.592846E-03   -0.201847E+00
      0.311111      104.375    0.218492E+00    0.541462E-03   -0.220584E+00
      0.311111      113.750    0.236838E+00    0.491040E-03   -0.238947E+00
      0.311111      123.125    0.254826E+00    0.441805E-03   -0.256911E+00
      0.311111      132.500    0.272438E+00    0.392881E-03   -0.274464E+00
      0.311111      141.875    0.289664E+00    0.342566E-03   -0.291597E+00
      0.311111      151.250    0.306501E+00    0.288595E-03   -0.308307E+00
      0.311111      160.625    0.322952E+00    0.228394E-03   -0.324599E+00
      0.311111      170.000    0.339026E+00    0.159311E-03   -0.340482E+00
      0.311111      179.375    0.354737E+00    0.788070E-04   -0.355968E+00
      0.311111      188.750    0.370102E+00   -0.153933E-04   -0.371077E+00
      0.311111      198.125    0.385145E+00   -0.125192E-03   -0.385830E+00
      0.311111      207.500    0.399891E+00   -0.252051E-03   -0.400254E+00
      0.311111      216.875    0.414369E+00   -0.396971E-03   -0.414377E+00
      0.311111      226.250    0.428611E+00   -0.560487E-03   -0.428233E+00
      0.311111      235.625    0.442649E+00   -0.742699E-03   -0.441855E+00
      0.311111      245.000    0.456521E+00   -0.943316E-03   -0.455281E+00
      0.311111      254.375    0.470261E+00   -0.116171E-02   -0.468551E+00
      0.311111      263.750    0.483909E+00   -0.139697E-02   -0.481704E+00
      0.311111      273.125    0.497502E+00   -0.164798E-02   -0.494780E+00
      0.311111      282.500    0.511078E+00   -0.191345E-02   -0.507822E+00
      0.311111      291.875    0.524674E+00   -0.219200E-02   -0.520869E+00
      0.311111      301.250    0.538327E+00   -0.248218E-02   -0.533963E+00
      0.311111      310.625    0.552074E+00   -0.278257E-02   -0.547140E+00
      0.311111      320.000    0.565946E+00   -0.309173E-02   -0.560440E+00
      0.313333       20.000    0.429969E-01    0.605312E-03   -0.436709E-01
      0.313333       29.375    0.631262E-01    0.797334E-03   -0.641024E-01
      0.313333       38.750    0.832107E-01    0.920287E-03   -0.844807E-01
      0.313333       48.125    0.103221E+00    0.983178E-03   -0.104771E+00
      0.313333       57.500    0.123122E+00    0.999477E-03   -0.124927E+00
      0.313333       66.875    0.142874E+00    0.982753E-03   -0.144898E+00
      0.313333       76.250    0.162432E+00    0.944585E-03   -0.164632E+00
      0.313333       85.625    0.181753E+00    0.893907E-03   -0.184080E+00
      0.313333       95.000    0.200794E+00    0.837077E-03   -0.203200E+00
      0.313333      104.375    0.219518E+00    0.778220E-03   -0.221956E+00
      0.313333      113.750    0.237894E+00    0.719602E-03   -0.240322E+00
      0.313333      123.125    0.255897E+00    0.661994E-03   -0.258277E+00
      0.313333      132.500    0.273512E+00    0.604982E-03   -0.275808E+00
      0.313333      141.875    0.290728E+00    0.547251E-03   -0.292908E+00
      0.313333      151.250    0.307543E+00    0.486860E-03   -0.309577E+00
      0.313333      160.625    0.323962E+00    0.421489E-03   -0.325821E+00
      0.313333      170.000    0.339993E+00    0.348667E-03   -0.341648E+00
      0.313333      179.375    0.355650E+00    0.265964E-03   -0.357072E+00
      0.313333      188.750    0.370953E+00    0.171149E-03   -0.372114E+00
      0.313333      198.125    0.385923E+00    0.623027E-04   -0.386793E+00
      0.313333      207.500    0.400587E+00   -0.621099E-04   -0.401136E+00
      0.313333      216.875    0.414973E+00   -0.203199E-03   -0.415172E+00
      0.313333      226.250    0.429112E+00   -0.361644E-03   -0.428933E+00
      0.313333      235.625    0.443038E+00   -0.537714E-03   -0.442452E+00
      0.313333      245.000    0.456785E+00   -0.731298E-03   -0.455766E+00
      0.313333      254.375    0.470390E+00   -0.941953E-03   -0.468912E+00
      0.313333      263.750    0.483888E+00   -0.116896E-02   -0.481931E+00
      0.313333      273.125    0.497319E+00   -0.141138E-02   -0.494861E+00
      0.313333      282.500    0.510718E+00   -0.166810E-02   -0.507742E+00
      0.313333      291.875    0.524124E+00   -0.193789E-02   -0.520616E+00
      0.313333      301.250    0.537572E+00   -0.221948E-02   -0.533520E+00
      0.313333      310.625    0.551097E+00   -0.251155E-02   -0.546493E+00
      0.313333      320.000    0.564733E+00   -0.281280E-02   -0.559572E+00
      0.315556       20.000    0.432244E-01    0.700939E-03   -0.440989E-01
      0.315556       29.375    0.634563E-01    0.928676E-03   -0.647119E-01
      0.315556       38.750    0.836398E-01    0.107932E-02   -0.852500E-01
      0.315556       48.125    0.103745E+00    0.116247E-02   -0.105674E+00
